model_year,make,model,price,title,car_condition,cylinders,fuel,odometer,color,car_status,car_transmission,car_type,body_text,image_name,featured_car,on_sale,pct_off
2016,BMW,x6M,23600,2016 BMW X6M,Like New,8,Gas,148000,White,Clean,Automatic,SUV,"2016 BMW X6M with only 148k miles It is the cleanest SUV you will find. It runs and drives perfect it's in great condition clean inside and out side Fully loaded with Some options include cold weather package,,, Keyless entry, navigation, lane assist, blind spot detection, backup camera, surround 567BHP all stock",APQ2016BMWx6MZYXWVUTSRQPONML1109.jpg,,,
2017,Chevrolet,Express 3500 Extended Cargo Van,23995,2017 Chevrolet Express 3500 Extended Cargo Van,Excellent,8,Gas,149000,White,Clean,Automatic,Van,"Condition: Used Engine: 6.0L/V8 ;transmission: Automatic 6-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 988 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",PO2017ChevroletExpress3500E431.jpg,,,
2019,Lexus,RX AWD SUV,35883,2019 Lexus RX AWD RX 350 SUV,Excellent,6,Gas,11975,,Clean,Automatic,SUV,"Nebula Gray Pearl / Stratus Gray body: SUV trans: Automatic AD ID: 9D85A8C05056A981 engine: 3.5 L 6 Cyl AWD MPG: 19 City /,20852 Description: The following items have been reconditioned on this vehicle: all new tires! Navigation Package Power Tilt & Slide Moonroof Premium Package Blind Spot Monitor & Rear Cross Traffic Alert Heated & Ventilated Front Seats Sun/Moonroof Leather Seats Navigation System Illuminated Door Sills Accessory Package $3,500 Lbs Tow Prep Package Touch-Free Power Rear Door Mudguards Heated Leather Steering Keeping Assist Keyless Start Rear Spoiler Cooled Front Seatone ownerSone owner Nebula Gray Pearl Stratus Gray; Leather Seat TrimContact today for information on dozens of vehicles like this 2019 Lexus RX RX 350. This versatile SUV is perfect for families or contractors with its oversized cargo area, exceptional horsepower and option upgrades. Today's luxury vehicle is not just about opulence. It's about a perfect balance of performance, comfort and attention to detail. This 2019 Lexus RX RX 350 is the perfect example of the modern luxury.Enjoy driving? Well now you will get more thrills behind the wheel thanks to the heightened performance of AWD. Better handling. Better traction. Better driving experience. Surprising quality accompanied by a high level of performance this Nebula Gray Pearl on Parchment Lexus RX RX 350 could end up being the perfect match for you. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",EW2019LexusRXAWDAllWheelDri153.jpg,,,
2020,Nissan,Altima S AWD,12500,2020 Nissan Altima S AWD 21K miles,Excellent,4,Gas,21200,,Rebuilt,Automatic,Sedan,"2020 Nissan Altima S AWD Maryland State Inspected / Car Apple Play Android Rear Camera Large Media Screen Bluetooth 2.5 4 Cylinder engine Xtronic cvt If you have any further questions. Please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",ER2020NissanAltimaSAWD21KMI148.jpg,,,
2020,Subaru,WRX premium,23000,2020 Subaru WRX premium,,,Gas,29000,,Rebuilt,Manual,Sedan,"Beautiful WRX. Only 28,000 miles. Rebuilt title.",CD2020SubaruWRXpremiumZYXWV82.jpg,,,
2021,Ford,F-150 4x4 4WD F150 Truck XLT Crew Cab,38995,2021 Ford F-150 4x4 4WD F150 Truck XLT Crew Cab,Excellent,6,Gas,29635,,Clean,Automatic,Truck,"Carbonized Gray Metallic / Black/Medium Dark Slate body: Crew Cab trans: Automatic AD ID: 6E3D5A7F5056A981 engine: 2.7 L 6 Cyl 4WD MPG: 18 City /,20852 Description: XLT Chrome Appearance Package Engine: 2.7L V6 Ecoboost Radio: B&o Sound System By Bang & Olufsen Electronic Locking W/3.73 Axle Ratio Onboard 400W Outlet Black/Medium Dark Slate; Cloth 40/Console/40 Front Seats Class Iv Trailer Hitch Receiver Remote Start System W/Remote Tailgate Release Power Glass Heated Sideview Mirrors Led Sideview Mirror Spotlights Interior Work Surface Led Box Lighting W/Zone Keeping Assist Securicode Drivers Side Keyless-Entry Keypad Carbonized Gray Metallic ;transmission: Electronic 10-Speed Automatic This vehicle and passed our precise inspection process. CarFax Clean CarFax owner. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",AF2021FordF-1504x44WDF150Tr32.jpg,,,
2017,Honda,EX-T,12500,2017 Honda EX-T with Honda Sensing 35k miles Maryland State,Like New,4,Gas,35000,,Rebuilt,Automatic,,"2017 Honda Civic EX-T w Honda Sensing 35k miles Inspected /,. EX-T with Honda Sensing, Power Sunroof Car Play iPhone Android Collision mitigation braking Adaptive Cruise -keeping assist Smart Entry Remote Engine start One-touch power moonroof Honda LaneWatch If you have any further questions. Please to set up a time to come by. Runs and drives excellent, everything works. Included in the price is a 30-day power train. This Vehicle has been purchased by us from an insurance company. The previous owner was paid off by the Insurance company due to theft. Any vehicle purchased by us from an insurance company goes through the Maryland Motor Vehicle Administration & Maryland State Police Inspections and verifications by both organizations to receive a rebuilt a title. This vehicle has a rebuilt title. This vehicle has also passed Maryland Safety & Road test",EQ2017HondaEX-TwithHondaSen147.jpg,,,
2022,Kia,Forte GT-Line Sedan,18440,2022 Kia Forte GT-Line Sedan,Excellent,4,Gas,37017,,Clean,Automatic,Sedan,Steel Gray / Black body: Sedan trans: Variable AD ID: 969CBE9A5056A981 engine: 2.0 L 4 Cyl FWD MPG: 29 City /,M2022KiaForteGT-LineSedanZ13.jpg,,,
2020,Honda,Ridgeline RTL E AWD,19999,2020 Honda Ridgeline RTL E AWD 43K,Excellent,6,Gas,43000,,Rebuilt,Automatic,Pickup,"If you have any further questions. 2020 Honda Ridgeline rtl E AWD 43K Blind spot monitoring: Warns the driver of vehicles in the driver's blind spot Rear cross-traffic monitoring: Warns the driver of vehicles crossing behind the vehicle Automatic high beams: Automatiy turns on the high beams when needed LED daytime running lights: LED lights that run when the vehicle is in daytime mode Truck bed audio system In-bed audio system: Plays music through the truck bed's audio system Subwoofer: Adds a subwoofer to the truck bed's audio system Eight speakers: Adds eight speakers to the truck bed's audio system Other options Power moonroof: A moonroof that opens and closes with the push of a button Power-sliding rear window: A rear window that opens and closes with the push of a button Memory settings for side mirrors: Allows the driver to save their preferred mirror settings Front/rear parking sensors: Sensors that help the driver avoid collisions when parking In-bed power outlet: A power outlet in the truck bed Heated steering wheel: A steering wheel that is heated for driver comfort If you have any further questions. Please to set up a time to come by. Runs and drives excellent, everything works. Included in the price is a 30-day power train. This Vehicle has been purchased by us from an insurance company. The previous owner was paid off by the Insurance company. Any vehicle purchased by us from an insurance company goes through the Maryland Motor Vehicle Administration & Maryland State Police Inspections and verifications by both organizations to receive a rebuilt a title. This vehicle has a rebuilt title. This vehicle has also passed Maryland Safety & Road test",BE2020HondaRidgelineRTLEAWD57.jpg,,,
2018,Hyundai,Tucson SE AWD,9999,2018 Hyundai Tucson SE AWD 50K miles state inspected,Excellent,4,Gas,50500,,Rebuilt,Automatic,SUV,"2018 Hyundai Tucson SE AWD 50k miles State Inspected / Maryland State Safety Inspected Automatic AWD Bluetooth Rear Camera Electronic Stability Control Remote Keyless entry If you have any further questions. Please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",EP2018HyundaiTucsonSEAWD50K146.jpg,,,
2019,Kia,Stinger GT1 AWD,19999,2019 Kia Stinger GT1 AWD 58K miles State Inspected custom,Like New,6,Gas,58500,,Rebuilt,Automatic,SUV,"2019 Kia Stinger GT1 AWD 59k miles Maryland State Inspected / 3.3 Twin Turbo Harman Kardon QuantumLogic Premium audio Forward Collision Avoidance assistance With Pedestrian detection Heated / Cold Front Seats Heated Steering 8-inch touch screen Keep Blind side monitor Apple car play Android Bluetooth G- Force meter If you have any further questions. Please to set up a time to come by.. Runs and drives excellent, everything works. Included in the price is a 30-day power train.",DK2019KiaStingerGT1AWD58Kmi115.jpg,,,
2009,Toyota,RAV4 4wd,10500,2009 Toyota RAV4 4wd,Excellent,4,Gas,86364,,Clean,Automatic,SUV,"2009 Toyota RAV4 4WD very clean runs great only 86.364 miles. 4WD.A/C,CD blue color, gray intera cloth. Runs great no problem what so ever. No accident.",CC2009ToyotaRAV44wdZYXWVUTS81.jpg,,,
2007,Jeep,WRANGLER 2DOOR Sahara 4X4/5-SPEED manual,10999,2007 JEEP WRANGLER 2DOOR one ownerSaharaone owner 4X4/5-SPEED manual,Excellent,6,Gas,92003,,Clean,Manual,SUV,"Stock#Z3514 Check out this 2007 Jeep Wrangler Sahara 4x4 2-Door SUV, the perfect blend of rugged capability and everyday reliability! With only 92K miles, this Jeep features a manual transmission, a beautiful black exterior with a gray interior, and a clean Carfax history with no accidents. It has just passed a new Virginia inspection, comes with a and is priced below book value for an unbeatable deal. Whether you're tackling off-road trails or cruising the city, this Wrangler is ready to go. Don't waitcontact us today to schedule a ! Welcome to, your premier destination for quality pre-owned vehicles..",BV2007JEEPWRANGLER2DOORoneownerSah74.jpg,,,
2015,Volkswagen,Passat 1.8T Wolfsburg Edition Sedan 4D,9300,2015 Volkswagen Passat 1.8T Wolfsburg Edition Sedan 4D,Excellent,4,Gas,95130,,Clean,Automatic,Sedan,"2015 Volkswagen passat 1.8L Wolsfburg Esition 4Cyl 2.0 L Automatic & Price 4-Cyl, Up To 28 MPG! Very nice car for commuting, $9,5130 miles Only! Cloth Seats, Remote key Fob, 4 new tires, CD Player, Power windows, Power Mirrors, Clean Carfax & Title, 26 Service history records on Carfax, Very well maintained, Smooth Ride, New brakes & rotors, New oil change, Newinspection, ready TO GO ! Power Door Locks, Air Conditioning, CD/MP3 one ownerSingle Discone owner, Dual Air Bags, Power Steering, Cruise Control, Premium Sound, CD Player, AM/FM Stereo, Tilt Wheel, Cassette, Steel Wheels, Power Windows, ABS one owner4-Wheelone owner, and more Extended available UP TO 4 years. Payments and downpayment subject TO credit approval. Contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate one owneraprone owner will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged. Price does not include registration for dmv taxes, tags, title or. All advertised prices exclude government and taxes, any charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",FD2015VolkswagenPassat1.8TW160.jpg,,,
2016,Hyundai,Accent,6000,2016 Hyundai accent low miles cheap,Excellent,4,Gas,108000,,Clean,Automatic,Sedan,"2016, very clean in and out, 108K, no issues, engine and transmission great.fresh oil change 4 cylinder, perfect for Uber, Lift, Door dash, great car for first time driver as well show contact info, thank you.",GT2016Hyundaiaccentlowmile202.jpg,,,
2011,Land,Rover LR4 HSE AWD 7 passenger,7999,2011 Land Rover LR4 HSE AWD 7 passenger 110k,Excellent,8,Gas,110000,,Rebuilt,Automatic,SUV,"2011 Land Rover LR4 HSE 110K miles 7 passengerState Inspected / 3 Sunroofs Leather Upholstery Navigation Blue Tooth Rear camera heated seats loaded with options If you have any further questions. Please to set up a time to come by. Runs and drives excellent, everything works.",DL2011LandRoverLR4HSEAWD7pa116.jpg,,,
2017,Ford,Edge SE SUV AWD,8999,2017 Ford Edge SE SUV AWD/CAM/4-CYLINDER,Excellent,4,Gas,110612,,Clean,Automatic,SUV,"Stock#Z3502 Dont miss out on this 2017 Ford Edge SE AWD, a stylish and dependable SUV with 110K miles! Powered by a ;Fuel-efficient 4-cylinder engine, it delivers great performance while saving on gas. This SUV is equipped with a backup camera for added safety and convenience and has just passed a new Virginia inspection, making -ready for its next owner. Whether you need a comfortable daily driver, a family-friendly ride, or a vehicle for weekend getaways, this all-wheel-drive Ford Edge is a perfect choice. Drives great and offers excellent value! Contact us today for more details or to schedule a ! Welcome to, your premier destination for quality pre-owned vehicles..",DF2017FordEdgeSESUVAWDCAM110.jpg,,,
2018,Toyota,Corolla,12200,2018 Toyota Corolla,Good,4,Gas,115200,,Clean,Automatic,Sedan,"2018 Toyota Corolla. One owner. 115,200 miles. Cab logo and signs can be removed if you like Tires and brakes are new Recently aligned Service records are available",AUUsed2018ToyotaCorollaZYXW47.jpg,,,
2018,Toyota,Corolla,12200,2018 Toyota Corolla,Good,4,Gas,115200,,Clean,Automatic,Sedan,"2018 Toyota Corolla by 1st and only owner 115,200 miles or Cab logo and signs can be removed if you like Tires and brakes are new Recently aligned Service records are available",QOUsed2018ToyotaCorollaZYXW457.jpg,,,
2008,Porsche,Cayenne,6500,2008 porsche Cayenne,,,Gas,118319,,Clean,Automatic,SUV,2008 Porsche Cayenne runs and drives AC and heat works Two4zero,CH2008porscheCayenneZYXWVUT86.jpg,,,
2006,BMW,X3 AWD 3.0i I6 F DOHC 24V,6788,2006 BMW X3 one owner AWD 3.0i I6 F DOHC 24V,Excellent,,Gas,119097,,Clean,Automatic,SUV,"Price: - not including tax and tags Mileage: 119,097 MPG: 16 City / #: $11,145A Vin #: WBXPA934X6WG83738 ;transmission: Automatic Engine: Inline 6 3.0 LI Ext Color: Blue Comet Streak Int Color: Black Leather Body Style: SUV Doors: 4 DR Stereo: BMW Business Am FM CD Sound System",CB2006BMWX3ONEOWNERAWD3.0iI80.jpg,,,
2010,Toyota,SIENNA LE,7999,2010 Toyota SIENNA LE NEWINSPECTION/119K miles ONLY,Excellent,6,Gas,119359,,Clean,Automatic,Minivan,"Stock#Z3521 Check out this 2010 Toyota Sienna LE with 119K miles, a perfect family van known for its reliability and comfort! This Sienna has just passed a new Virginia inspection and is in nice and clean condition, ready for its next owner. With its spacious interior and, it's an excellent choice for families or anyone needing extra room. Dont miss this dependable minivancontact us today for more details or to schedule a ! Welcome to, your premier destination for quality pre-owned vehicles..",DD2010ToyotaSIENNALENEWVA108.jpg,,,
2005,Toyota,Prius,5500,Very nice 2005 Toyota Prius with low miles excellent,Good,,Hybrid,121789,,Clean,Automatic,Hatchback,"2005 Toyota Prius with only 121K in great conditionnewer Michelin tires all around, body and inside clean, just one small rusty spot near rear door passenger sideone owner,drives very nice hybrid battery charges fast, engine and transmission great, no leaksrecent maintenance including brand new ABS pump show contact info thank you",BHVerynice2005ToyotaPriuswi60.jpg,,,
2009,Hyundai,Sonata Limited,4999,2009 Hyundai Sonata one ownerLimitedone owner Sunroof/Leather Heated Seats/4-cylinder,Excellent,4,Gas,131762,,Clean,Automatic,Sedan,"Stock#Z3475 : 2009 Hyundai Sonata Limited a clean, reliable, and budget-friendly sedan that's ready to hit ! This gas-efficient 4-cylinder model has a strong engine and smooth transmission, both in excellent condition, and it just passed its new Virginia inspection. Equipped with premium features like heated leather seats, and a sunroof, this Sonata offers comfort and style at a great price. With a and priced below book value, this is a fantastic deal for anyone seeking a dependable, affordable car. Dont miss out on this ready-to-go Sonata! Welcome to, your premier destination for quality pre-owned vehicles.",I2009HyundaiSonataoneownerLimited9.jpg,,,
2011,Ford,F150 SuperCrew Cab 4WD Lariat Pickup 4D 5 1/2 ft,15499,2011 Ford F150 SuperCrew Cab 4WD Lariat Pickup 4D 5 1/2 ft,Excellent,6,Gas,135391,,Clean,Automatic,Pickup,"2011 Ford F150 SuperCrew Cab Lariat Pickup 4D 5 1/2 ft 4WD low miles & price 135,391 Miles, gold Color, 2WD, loaded Very well maintained, Clean Carfax and Title, No rust Towing Package, Bedliner, Hard Tonneau Cover, Leather Interior V6, Flex ;Fuel, 3.5l Liter, Automatic, 6-Spd,360 Horse Power, Remote key fob, Extra Clean & Very Well Maintained 4 New Tires, New inspection XL edition loaded with: Power Door Locks, Air Conditioning, Dual Air Bags, Power Steering, Cruise Control, Premium Wheels, Side Air Bags, Towing Pkg, AM/FM Stereo, Head Curtain Air Bags, Tilt Wheel, Anti-Theft System, Hill Start Assist Control, Traction Control, AdvanceTrac, Bed Liner, Power Windows, ABS one owner4-Wheelone owner, and more.. Extended available UP TO 4 years. Payments and downpayment subject TO credit approval. Contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The down payment may vary depending on the qualified customer. Annual Percentage Rate one owneraprone owner will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged. Price does not include registration for dmv taxes, tags, title or. All advertised prices exclude government and taxes, any charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",DQ2011FordF150SuperCrewCab4121.jpg,,,
2015,Toyota,RAV4,9000,2015 Toyota RAV4,Good,,Gas,147500,,Clean,Automatic,SUV,"2015 Toyota RAV4 147,500 milles good condition! Asking price:",H2015ToyotaRAV4147000MILL8.jpg,,,
2007,Honda,CRV,7775,2007 Honda CRV,Good,4,Gas,147526,,Clean,Automatic,SUV,"2007 Honda CRV with $147,526 original miles Sunroof. Has new tires, alternator, brakes no mechanical issues. Smooth running car.",BJ2007HondaCRVZYXWVUTSRQPON62.jpg,,,
